"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]","Ilman keskilämpötila [°C]","Maanpintaminimi [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Tampere Härmälä","2019","9","22","03:00","-1","-1","6","-","9.3","1.5"
"Tampere Härmälä","2019","9","22","09:00","-","-","-","-1.3","-","-"
"Tampere Härmälä","2019","9","23","03:00","-1","-1","5.1","-","10.2","-0.5"
"Tampere Härmälä","2019","9","23","09:00","-","-","-","-3.8","-","-"
"Tampere Härmälä","2019","9","24","03:00","1.2","-1","5.1","-","7.9","1.4"
"Tampere Härmälä","2019","9","24","09:00","-","-","-","-2.1","-","-"
"Tampere Härmälä","2019","9","25","03:00","-1","-1","5.1","-","9.8","1.4"
"Tampere Härmälä","2019","9","25","09:00","-","-","-","-1.3","-","-"
"Tampere Härmälä","2019","9","26","03:00","-1","-1","6","-","12.9","-2"
"Tampere Härmälä","2019","9","26","09:00","-","-","-","-4.7","-","-"
"Tampere Härmälä","2019","9","27","03:00","-1","-1","8.8","-","13.2","5.9"
"Tampere Härmälä","2019","9","27","09:00","-","-","-","5.1","-","-"
"Tampere Härmälä","2019","9","28","03:00","2.2","-1","6.3","-","12.3","-1.2"
"Tampere Härmälä","2019","9","28","09:00","-","-","-","-4.1","-","-"
"Tampere Härmälä","2019","9","29","03:00","0.5","-1","9.1","-","11.6","6.8"
"Tampere Härmälä","2019","9","29","09:00","-","-","-","3.8","-","-"
"Tampere Härmälä","2019","9","30","03:00","6.5","-1","10.5","-","12.7","7.3"
"Tampere Härmälä","2019","9","30","09:00","-","-","-","6.3","-","-"
"Tampere Härmälä","2019","10","1","03:00","1.3","-1","7","-","11","3.9"
"Tampere Härmälä","2019","10","1","09:00","-","-","-","6.9","-","-"
"Tampere Härmälä","2019","10","2","03:00","0.3","-1","4.7","-","7.4","3.8"
"Tampere Härmälä","2019","10","2","09:00","-","-","-","3","-","-"
"Tampere Härmälä","2019","10","3","03:00","0.2","-1","3.4","-","4.4","2.8"
"Tampere Härmälä","2019","10","3","09:00","-","-","-","2.2","-","-"
"Tampere Härmälä","2019","10","4","03:00","0.2","-1","1.7","-","3.4","1"
"Tampere Härmälä","2019","10","4","09:00","-","-","-","0.4","-","-"
"Tampere Härmälä","2019","10","5","03:00","-1","-1","2.3","-","5.4","-0.7"
"Tampere Härmälä","2019","10","5","09:00","-","-","-","-1.9","-","-"
"Tampere Härmälä","2019","10","6","03:00","1.6","-1","3","-","7.7","-2.3"
"Tampere Härmälä","2019","10","6","09:00","-","-","-","-5.4","-","-"
"Tampere Härmälä","2019","10","7","03:00","0.4","-1","4","-","5.9","2.9"
"Tampere Härmälä","2019","10","7","09:00","-","-","-","0.6","-","-"
"Tampere Härmälä","2019","10","8","03:00","-1","-1","2.8","-","5.3","1.5"
"Tampere Härmälä","2019","10","8","09:00","-","-","-","1.4","-","-"
"Tampere Härmälä","2019","10","9","03:00","-1","-1","0.3","-","3.5","-2.7"
"Tampere Härmälä","2019","10","9","09:00","-","-","-","-5.5","-","-"
"Tampere Härmälä","2019","10","10","03:00","2.6","-1","3.6","-","6.1","-2"
"Tampere Härmälä","2019","10","10","09:00","-","-","-","-4.7","-","-"
"Tampere Härmälä","2019","10","11","03:00","1.6","-1","8.4","-","10.1","6.1"
"Tampere Härmälä","2019","10","11","09:00","-","-","-","5.6","-","-"
"Tampere Härmälä","2019","10","12","03:00","12.1","-1","7.3","-","8.4","6"
"Tampere Härmälä","2019","10","12","09:00","-","-","-","4","-","-"
"Tampere Härmälä","2019","10","13","03:00","3","-1","5.2","-","8.9","1.6"
"Tampere Härmälä","2019","10","13","09:00","-","-","-","4.7","-","-"
"Tampere Härmälä","2019","10","14","03:00","-1","-1","0.9","-","5.4","-2"
"Tampere Härmälä","2019","10","14","09:00","-","-","-","-5.2","-","-"
"Tampere Härmälä","2019","10","15","03:00","3.7","-1","0.9","-","5.2","-5"
"Tampere Härmälä","2019","10","15","09:00","-","-","-","-8.3","-","-"
"Tampere Härmälä","2019","10","16","03:00","3.4","-1","3.3","-","3.8","2.3"
"Tampere Härmälä","2019","10","16","09:00","-","-","-","2","-","-"
"Tampere Härmälä","2019","10","17","03:00","2.9","-1","3.4","-","3.8","3"
"Tampere Härmälä","2019","10","17","09:00","-","-","-","2.7","-","-"
"Tampere Härmälä","2019","10","18","03:00","4.5","-1","6.1","-","8","3.4"
"Tampere Härmälä","2019","10","18","09:00","-","-","-","3.2","-","-"
"Tampere Härmälä","2019","10","19","03:00","2.1","-1","10.1","-","11.9","8"
"Tampere Härmälä","2019","10","19","09:00","-","-","-","7.7","-","-"
"Tampere Härmälä","2019","10","20","03:00","26.2","-1","3.8","-","10.3","2.4"
"Tampere Härmälä","2019","10","20","09:00","-","-","-","2.4","-","-"
"Tampere Härmälä","2019","10","21","03:00","-1","-1","2.3","-","4.1","0.3"
"Tampere Härmälä","2019","10","21","09:00","-","-","-","2.6","-","-"
"Tampere Härmälä","2019","10","22","03:00","-1","-1","7.4","-","9.8","1.4"
"Tampere Härmälä","2019","10","22","09:00","-","-","-","1.3","-","-"
"Tampere Härmälä","2019","10","23","03:00","0.2","-1","7.9","-","10.3","5.6"
"Tampere Härmälä","2019","10","23","09:00","-","-","-","3.6","-","-"
"Tampere Härmälä","2019","10","24","03:00","-1","-1","9.9","-","11.9","8.2"
"Tampere Härmälä","2019","10","24","09:00","-","-","-","7","-","-"
"Tampere Härmälä","2019","10","25","03:00","0.1","-1","10.4","-","11.9","9"
"Tampere Härmälä","2019","10","25","09:00","-","-","-","7.3","-","-"
"Tampere Härmälä","2019","10","26","03:00","-1","-1","5.5","-","11.2","3.7"
"Tampere Härmälä","2019","10","26","09:00","-","-","-","3.5","-","-"
"Tampere Härmälä","2019","10","27","03:00","1.3","-1","2","-","4.7","1.1"
"Tampere Härmälä","2019","10","27","08:00","-","-","-","0.1","-","-"
"Tampere Härmälä","2019","10","28","02:00","0.3","-1","-0.1","-","1.2","-0.8"
"Tampere Härmälä","2019","10","28","08:00","-","-","-","-1.5","-","-"
"Tampere Härmälä","2019","10","29","02:00","-1","-1","-0.3","-","2.2","-2.8"
"Tampere Härmälä","2019","10","29","08:00","-","-","-","-5.1","-","-"
"Tampere Härmälä","2019","10","30","02:00","0.5","-1","-2.3","-","1.4","-6.8"
"Tampere Härmälä","2019","10","30","08:00","-","-","-","-10.3","-","-"
"Tampere Härmälä","2019","10","31","02:00","0.1","-1","2.9","-","5.3","-1"
"Tampere Härmälä","2019","10","31","08:00","-","-","-","-2.6","-","-"
"Tampere Härmälä","2019","11","1","02:00","0.8","-1","-1.5","-","3.5","-4.6"
"Tampere Härmälä","2019","11","1","08:00","-","-","-","-8.7","-","-"
"Tampere Härmälä","2019","11","2","02:00","3.8","-1","2.5","-","4.1","-4.4"
"Tampere Härmälä","2019","11","2","08:00","-","-","-","-8.1","-","-"
"Tampere Härmälä","2019","11","3","02:00","-1","-","1.2","-","3.2","-0.7"
"Tampere Härmälä","2019","11","3","08:00","-","-","-","2","-","-"
"Tampere Härmälä","2019","11","4","02:00","-1","-1","-3.7","-","-0.4","-6.4"
"Tampere Härmälä","2019","11","4","08:00","-","-","-","-10.4","-","-"
"Tampere Härmälä","2019","11","5","02:00","-1","-1","-5.3","-","-1.3","-6.9"
"Tampere Härmälä","2019","11","5","08:00","-","-","-","-10.8","-","-"
"Tampere Härmälä","2019","11","6","02:00","-1","-1","-7.8","-","-4.3","-12.6"
"Tampere Härmälä","2019","11","6","08:00","-","-","-","-15.7","-","-"
"Tampere Härmälä","2019","11","7","02:00","0.9","-1","-6.2","-","-3.5","-11.7"
"Tampere Härmälä","2019","11","7","08:00","-","-","-","-15","-","-"
"Tampere Härmälä","2019","11","8","02:00","5.2","-1","-1.4","-","-0.2","-3.9"
"Tampere Härmälä","2019","11","8","08:00","-","-","-","-3.9","-","-"
"Tampere Härmälä","2019","11","9","02:00","4.7","-1","3.8","-","4.7","-0.2"
"Tampere Härmälä","2019","11","9","08:00","-","-","-","-0.3","-","-"
"Tampere Härmälä","2019","11","10","02:00","17.6","-1","2.1","-","4","0.4"
"Tampere Härmälä","2019","11","10","08:00","-","-","-","2.2","-","-"
"Tampere Härmälä","2019","11","11","02:00","-1","-1","-1.3","-","1.3","-2.1"
"Tampere Härmälä","2019","11","11","08:00","-","-","-","-1.6","-","-"
"Tampere Härmälä","2019","11","12","02:00","3.3","-1","0.5","-","2","-1.4"
"Tampere Härmälä","2019","11","12","08:00","-","-","-","-2.6","-","-"
"Tampere Härmälä","2019","11","13","02:00","8.1","-1","5.1","-","5.6","1.9"
"Tampere Härmälä","2019","11","13","08:00","-","-","-","1.2","-","-"
"Tampere Härmälä","2019","11","14","02:00","9.7","-1","6.6","-","9.7","2.1"
"Tampere Härmälä","2019","11","14","08:00","-","-","-","5.1","-","-"
"Tampere Härmälä","2019","11","15","02:00","-1","-","1.7","-","3.6","1.1"
"Tampere Härmälä","2019","11","15","08:00","-","-","-","1.2","-","-"
"Tampere Härmälä","2019","11","16","02:00","3.2","-1","-0.8","-","1.2","-1.5"
"Tampere Härmälä","2019","11","17","02:00","0.3","-1","4.6","-","6.8","-0.5"
"Tampere Härmälä","2019","11","18","02:00","0.3","-1","5.6","-","6.9","4.8"
"Tampere Härmälä","2019","11","19","02:00","0.6","-1","5.6","-","6.2","4.6"
"Tampere Härmälä","2019","11","20","02:00","-1","-1","6.3","-","7.1","5.2"
"Tampere Härmälä","2019","11","21","02:00","0.2","-1","3.5","-","6.7","2.1"
"Tampere Härmälä","2019","11","22","02:00","0.2","-1","1.4","-","2.9","-0.2"
"Tampere Härmälä","2019","11","23","02:00","-1","-1","-1","-","0.3","-1.7"
"Tampere Härmälä","2019","11","24","02:00","-1","-1","-2.4","-","-1.1","-6"
"Tampere Härmälä","2019","11","25","02:00","-1","-1","-1.7","-","-1.1","-2.5"
"Tampere Härmälä","2019","11","26","02:00","7.2","-1","0.5","-","0.7","-1.1"
"Tampere Härmälä","2019","11","27","02:00","11.4","-1","1","-","2","0.3"
"Tampere Härmälä","2019","11","28","02:00","12.1","3","2.2","-","2.8","0.5"
"Tampere Härmälä","2019","11","29","02:00","11.2","-1","0.6","-","6.1","-3.2"
"Tampere Härmälä","2019","11","30","02:00","0.1","8","-5.6","-","-3.2","-9.7"
"Tampere Härmälä","2019","12","1","02:00","0.5","7","-2.1","-","0.4","-8.7"
"Tampere Härmälä","2019","12","2","02:00","-1","7","-3.3","-","-0.8","-4"
"Tampere Härmälä","2019","12","3","02:00","-1","8","-2.5","-","-0.9","-8.5"
"Tampere Härmälä","2019","12","4","02:00","-1","7","2.8","-","4.7","-1.1"
"Tampere Härmälä","2019","12","5","02:00","3.8","4","4.4","-","5.6","0"
"Tampere Härmälä","2019","12","6","02:00","1.5","-1","3.8","-","5.5","3"
"Tampere Härmälä","2019","12","7","02:00","11.1","-1","2.4","-","5.7","-0.6"
"Tampere Härmälä","2019","12","8","02:00","6.2","-1","0.8","-","1.3","0"
"Tampere Härmälä","2019","12","9","02:00","0.2","-1","2.3","-","5","0.2"
"Tampere Härmälä","2019","12","10","02:00","-1","-1","-4.5","-","0.2","-8"
"Tampere Härmälä","2019","12","11","02:00","5","-1","0.1","-","2","-9"
"Tampere Härmälä","2019","12","12","02:00","1.3","-1","0.8","-","2.8","-0.6"
"Tampere Härmälä","2019","12","13","02:00","0.3","3","1.3","-","2.2","-0.1"
"Tampere Härmälä","2019","12","14","02:00","0.8","-1","1.1","-","1.7","0.8"
"Tampere Härmälä","2019","12","15","02:00","1.5","-1","1","-","1.4","0.6"
"Tampere Härmälä","2019","12","16","02:00","6","-1","1.7","-","2.5","0.6"
"Tampere Härmälä","2019","12","17","02:00","1.1","4","0.8","-","1.6","0.1"
"Tampere Härmälä","2019","12","18","02:00","16.7","4","1.1","-","2.2","0.3"
"Tampere Härmälä","2019","12","19","02:00","3.3","7","0.6","-","1.2","0.3"
"Tampere Härmälä","2019","12","20","02:00","3.8","6","1.5","-","2.1","-0.2"
"Tampere Härmälä","2019","12","21","02:00","0.1","5","1.7","-","1.9","1.5"
"Tampere Härmälä","2019","12","22","02:00","1.2","3","2.6","-","4.6","1.4"
"Tampere Härmälä","2019","12","23","02:00","-1","-1","2.7","-","4.6","2"
"Tampere Härmälä","2019","12","24","02:00","4.6","2","0.9","-","2","0.4"
"Tampere Härmälä","2019","12","25","02:00","0.3","7","0.3","-","0.5","0.2"
"Tampere Härmälä","2019","12","26","02:00","0.3","5","-0.8","-","0.2","-1.3"
"Tampere Härmälä","2019","12","27","02:00","-1","6","-4.9","-","-0.9","-6"
"Tampere Härmälä","2019","12","28","02:00","0.1","6","-8.7","-","-5.9","-10.3"
"Tampere Härmälä","2019","12","29","02:00","1","6","0.1","-","2.1","-8"
"Tampere Härmälä","2019","12","30","02:00","0.1","2","4.5","-","5.2","2.1"
"Tampere Härmälä","2019","12","31","02:00","-1","-1","0.4","-","5.2","-2.5"
"Tampere Härmälä","2020","1","1","02:00","0.2","-1","2.2","-","4.3","-2.5"
"Tampere Härmälä","2020","1","2","02:00","-1","-1","3.9","-","4.6","2.8"
"Tampere Härmälä","2020","1","3","02:00","5.2","-1","3.5","-","5.2","1.2"
"Tampere Härmälä","2020","1","4","02:00","1.3","-1","0.3","-","1.6","-0.4"
"Tampere Härmälä","2020","1","5","02:00","2.6","-1","-3.1","-","0.6","-5.6"
"Tampere Härmälä","2020","1","6","02:00","-1","6","0.2","-","0.8","-3.7"
"Tampere Härmälä","2020","1","7","02:00","5.1","4","3.4","-","4.4","-0.1"
"Tampere Härmälä","2020","1","8","02:00","3.8","-1","4.5","-","6.8","3"
"Tampere Härmälä","2020","1","9","02:00","-1","-1","1.2","-","3.4","0.1"
"Tampere Härmälä","2020","1","10","02:00","-1","-1","-3.8","-","0.2","-6.2"
"Tampere Härmälä","2020","1","11","02:00","3.5","-1","-1.9","-","2.3","-6.6"
"Tampere Härmälä","2020","1","12","02:00","0.7","-1","3.2","-","5.3","1.3"
"Tampere Härmälä","2020","1","13","02:00","-1","-1","0.5","-","1.5","-0.5"
"Tampere Härmälä","2020","1","14","02:00","1.8","-1","2.3","-","4.1","0.3"
"Tampere Härmälä","2020","1","15","02:00","2.8","-1","5.2","-","8","2.3"
"Tampere Härmälä","2020","1","16","02:00","-1","-1","3.9","-","5.2","3.3"
"Tampere Härmälä","2020","1","17","02:00","-1","-1","3.5","-","5","1.3"
"Tampere Härmälä","2020","1","18","02:00","0.9","-1","3.7","-","5.1","1.7"
"Tampere Härmälä","2020","1","19","02:00","-1","-1","2.2","-","4.8","-0.1"
"Tampere Härmälä","2020","1","20","02:00","-1","-1","2.2","-","2.4","0.8"
"Tampere Härmälä","2020","1","21","02:00","-1","-1","4.7","-","7.1","2.4"
"Tampere Härmälä","2020","1","22","02:00","-1","-1","0.8","-","3.3","-0.6"
"Tampere Härmälä","2020","1","23","02:00","0.1","-1","-0.8","-","0.6","-3.5"
"Tampere Härmälä","2020","1","24","02:00","-1","-1","1.3","-","3.4","-0.5"
"Tampere Härmälä","2020","1","25","02:00","-1","-1","-0.1","-","1.5","-2.2"
"Tampere Härmälä","2020","1","26","02:00","0.3","2","1","-","4","-4.7"
"Tampere Härmälä","2020","1","27","02:00","10","-1","-2.9","-","-1","-3.9"
"Tampere Härmälä","2020","1","28","02:00","1.5","10","0.8","-","2.4","-2.2"
"Tampere Härmälä","2020","1","29","02:00","4.7","7","0.7","-","1.5","0.3"
"Tampere Härmälä","2020","1","30","02:00","7.2","9","0.2","-","0.7","-0.6"
"Tampere Härmälä","2020","1","31","02:00","0.2","14","-0.3","-","0.6","-0.7"
"Tampere Härmälä","2020","2","1","02:00","6.4","13","0.7","-","1","-0.8"
"Tampere Härmälä","2020","2","2","02:00","0.6","12","2.2","-","3.7","0.9"
"Tampere Härmälä","2020","2","3","02:00","-1","9","-2.1","-","1.1","-3.6"
"Tampere Härmälä","2020","2","4","02:00","-1","10","-6.3","-","-3.5","-8.1"
"Tampere Härmälä","2020","2","5","02:00","1.1","10","-2","-","0.8","-10"
"Tampere Härmälä","2020","2","6","02:00","-1","11","-5.5","-","0.8","-10.2"
"Tampere Härmälä","2020","2","7","02:00","0.6","10","-5.2","-","-0.4","-11.3"
"Tampere Härmälä","2020","2","8","02:00","0.1","12","0.1","-","1.1","-0.9"
"Tampere Härmälä","2020","2","9","02:00","8.1","12","2.2","-","3.5","0.3"
"Tampere Härmälä","2020","2","10","02:00","2.5","7","3.9","-","5.4","2.2"
"Tampere Härmälä","2020","2","11","02:00","-1","3","1.6","-","4","0.4"
"Tampere Härmälä","2020","2","12","02:00","1","2","1.9","-","3.3","1.3"
"Tampere Härmälä","2020","2","13","02:00","-1","2","0.6","-","1.8","-0.3"
"Tampere Härmälä","2020","2","14","02:00","-1","2","-1.2","-","1.9","-3.9"
"Tampere Härmälä","2020","2","15","02:00","4.4","2","0.5","-","1.9","-4.8"
"Tampere Härmälä","2020","2","16","02:00","7.7","-1","3.9","-","5.4","1.7"
"Tampere Härmälä","2020","2","17","02:00","1.7","-1","4.8","-","7.3","2.8"
"Tampere Härmälä","2020","2","18","02:00","0.1","-1","5","-","5.8","3.5"
"Tampere Härmälä","2020","2","19","02:00","2.1","-1","1.5","-","5.5","0.2"
"Tampere Härmälä","2020","2","20","02:00","0.6","-1","-2.6","-","0.8","-4.3"
"Tampere Härmälä","2020","2","21","02:00","1","2","2.3","-","3.6","-2.1"
"Tampere Härmälä","2020","2","22","02:00","19.9","-1","3.1","-","4.8","0.7"
"Tampere Härmälä","2020","2","23","02:00","-1","-1","2.1","-","4.9","0.7"
"Tampere Härmälä","2020","2","24","02:00","-1","-1","0.4","-","2.8","-0.7"
"Tampere Härmälä","2020","2","25","02:00","-1","-1","-4.3","-","0.9","-7.7"
"Tampere Härmälä","2020","2","26","02:00","-1","-1","-5.6","-","0.4","-11.6"
"Tampere Härmälä","2020","2","27","02:00","-1","-1","-6.4","-","-0.7","-11.2"
"Tampere Härmälä","2020","2","28","02:00","-1","-1","-8.1","-","-1.4","-13.5"
"Tampere Härmälä","2020","2","29","02:00","0.5","-1","-5.7","-","-0.9","-14.4"
"Tampere Härmälä","2020","3","1","02:00","11.4","-1","-0.8","-","1.5","-5.9"
"Tampere Härmälä","2020","3","2","02:00","1.4","8","1.6","-","3.8","0.1"
"Tampere Härmälä","2020","3","3","02:00","0.3","7","0.5","-","2.6","-0.7"
"Tampere Härmälä","2020","3","4","02:00","5","5","0.2","-","0.9","-0.6"
"Tampere Härmälä","2020","3","5","02:00","0.7","7","1.6","-","2.9","0.9"
"Tampere Härmälä","2020","3","6","02:00","-1","7","0.1","-","3.3","-2"
"Tampere Härmälä","2020","3","7","02:00","-1","6","-1.3","-","5","-5.7"
"Tampere Härmälä","2020","3","8","02:00","-1","6","0.9","-","5.3","-4.6"
"Tampere Härmälä","2020","3","9","02:00","0.4","4","4.3","-","6.4","2.2"
"Tampere Härmälä","2020","3","10","02:00","5.8","-1","3.1","-","4.4","2.7"
"Tampere Härmälä","2020","3","11","02:00","5.8","-1","1.9","-","3.4","0.5"
"Tampere Härmälä","2020","3","12","02:00","1","2","1.5","-","5.6","-0.3"
"Tampere Härmälä","2020","3","13","02:00","0.8","-1","-0.4","-","2.3","-3.8"
"Tampere Härmälä","2020","3","14","02:00","-1","-1","-3.8","-","-0.1","-7.1"
"Tampere Härmälä","2020","3","15","02:00","7.2","2","0.6","-","5.7","-7.7"
"Tampere Härmälä","2020","3","16","02:00","-1","-1","1.8","-","4.4","-1.8"
"Tampere Härmälä","2020","3","17","02:00","0.4","-1","0.1","-","4","-6.9"
"Tampere Härmälä","2020","3","18","02:00","1","-1","4.2","-","7.5","2.4"
"Tampere Härmälä","2020","3","19","02:00","-1","-1","2.8","-","6.9","0.4"
"Tampere Härmälä","2020","3","20","02:00","-1","-1","-2","-","3","-3.2"
"Tampere Härmälä","2020","3","21","02:00","-1","-1","-2.5","-","2.3","-6.9"
"Tampere Härmälä","2020","3","22","02:00","-1","-1","-2.6","-","3.8","-10.2"
"Tampere Härmälä","2020","3","23","02:00","-1","-1","1.4","-","5.1","-2.1"
"Tampere Härmälä","2020","3","24","02:00","-1","-1","3.8","-","9.7","0.2"
"Tampere Härmälä","2020","3","25","02:00","-1","-1","6.6","-","11.6","2.2"
"Tampere Härmälä","2020","3","26","02:00","-1","-1","5.7","-","9.4","4.5"
"Tampere Härmälä","2020","3","27","02:00","-1","-1","4.9","-","11.7","-0.2"
"Tampere Härmälä","2020","3","28","02:00","-1","-1","3","-","7.6","-1"
"Tampere Härmälä","2020","3","29","02:00","-1","-1","-1.4","-","2.2","-4.3"
"Tampere Härmälä","2020","3","30","03:00","-1","-1","-3.7","-","1","-7.9"
"Tampere Härmälä","2020","3","31","03:00","0.9","-1","-2.8","-","1.3","-10.6"
"Tampere Härmälä","2020","4","1","03:00","3.5","3","1.1","-","5.2","-1.8"
"Tampere Härmälä","2020","4","2","03:00","4.4","5","1.8","-","5.4","-3.1"
"Tampere Härmälä","2020","4","3","03:00","0.5","2","0.5","-","3.7","-1"
"Tampere Härmälä","2020","4","4","03:00","-1","-1","1.1","-","4.8","-2.1"
"Tampere Härmälä","2020","4","5","03:00","0.4","-1","1","-","5.6","-2.5"
"Tampere Härmälä","2020","4","6","03:00","-1","-1","6.2","-","13.8","-2.7"
"Tampere Härmälä","2020","4","7","03:00","-1","-1","7.3","-","16.4","0.6"
"Tampere Härmälä","2020","4","8","03:00","-1","-1","7.1","-","13.6","-1.8"
"Tampere Härmälä","2020","4","9","03:00","-1","-1","4.9","-","8.6","2.8"
"Tampere Härmälä","2020","4","10","03:00","-1","-1","2.2","-","6.2","-1.6"
"Tampere Härmälä","2020","4","11","03:00","2.5","-1","2","-","6.6","-2.6"
"Tampere Härmälä","2020","4","12","03:00","3.2","3","2.9","-","6.3","-3.3"
"Tampere Härmälä","2020","4","13","03:00","1.5","-1","1.6","-","6.3","0.1"
"Tampere Härmälä","2020","4","14","03:00","4","-1","1.2","-","4.5","-0.6"
"Tampere Härmälä","2020","4","15","03:00","4.1","4","3","-","8.6","-0.9"
"Tampere Härmälä","2020","4","15","09:00","-","-","-","-2","-","-"
"Tampere Härmälä","2020","4","16","03:00","2.7","2","3.1","-","7.3","0.5"
"Tampere Härmälä","2020","4","16","09:00","-","-","-","0","-","-"
"Tampere Härmälä","2020","4","17","03:00","-1","-1","3.4","-","5.9","0.6"
"Tampere Härmälä","2020","4","17","09:00","-","-","-","-0.9","-","-"
"Tampere Härmälä","2020","4","18","03:00","-1","-1","4.7","-","8.4","1.7"
"Tampere Härmälä","2020","4","18","09:00","-","-","-","0.3","-","-"
"Tampere Härmälä","2020","4","19","03:00","-1","-1","5.5","-","9.5","0.5"
"Tampere Härmälä","2020","4","19","09:00","-","-","-","-2.6","-","-"
"Tampere Härmälä","2020","4","20","03:00","-1","-1","7.8","-","12.8","1.4"
"Tampere Härmälä","2020","4","20","09:00","-","-","-","-1.9","-","-"
"Tampere Härmälä","2020","4","21","03:00","-1","-1","8.3","-","16.3","-1.8"
"Tampere Härmälä","2020","4","21","09:00","-","-","-","-5.1","-","-"
"Tampere Härmälä","2020","4","22","03:00","-1","-1","7.8","-","13.3","-0.3"
"Tampere Härmälä","2020","4","22","09:00","-","-","-","-4.1","-","-"
"Tampere Härmälä","2020","4","23","03:00","-1","-1","6.2","-","11.1","-0.6"
"Tampere Härmälä","2020","4","23","09:00","-","-","-","-4","-","-"
"Tampere Härmälä","2020","4","24","03:00","0.6","-1","5.3","-","8.7","4"
"Tampere Härmälä","2020","4","24","09:00","-","-","-","3.5","-","-"
"Tampere Härmälä","2020","4","25","03:00","-1","-1","2.2","-","7.6","-2.9"
"Tampere Härmälä","2020","4","25","09:00","-","-","-","-6.6","-","-"
"Tampere Härmälä","2020","4","26","03:00","-1","-1","3.2","-","7.3","-2.2"
"Tampere Härmälä","2020","4","26","09:00","-","-","-","-5.9","-","-"
"Tampere Härmälä","2020","4","27","03:00","-1","-1","4","-","6.9","-0.4"
"Tampere Härmälä","2020","4","27","09:00","-","-","-","-2.4","-","-"
"Tampere Härmälä","2020","4","28","03:00","2","-1","3.1","-","5.7","2"
"Tampere Härmälä","2020","4","28","09:00","-","-","-","0.6","-","-"
"Tampere Härmälä","2020","4","29","03:00","0.6","3","2","-","5.8","0.1"
"Tampere Härmälä","2020","4","29","09:00","-","-","-","-0.1","-","-"
"Tampere Härmälä","2020","4","30","03:00","-1","-1","2.3","-","6.9","-6.2"
"Tampere Härmälä","2020","4","30","09:00","-","-","-","-9.8","-","-"
"Tampere Härmälä","2020","5","1","03:00","0.2","-1","5.7","-","9.3","-1"
"Tampere Härmälä","2020","5","1","09:00","-","-","-","-3.3","-","-"
"Tampere Härmälä","2020","5","2","03:00","5.2","-1","9","-","15.6","5.7"
"Tampere Härmälä","2020","5","2","09:00","-","-","-","3.8","-","-"
"Tampere Härmälä","2020","5","3","03:00","-1","-1","8.6","-","12.3","7"
"Tampere Härmälä","2020","5","3","09:00","-","-","-","6.7","-","-"
"Tampere Härmälä","2020","5","4","03:00","-1","-1","8.8","-","14.2","4.7"
"Tampere Härmälä","2020","5","4","09:00","-","-","-","0.7","-","-"
"Tampere Härmälä","2020","5","5","03:00","-1","-1","9.9","-","15.6","1.1"
"Tampere Härmälä","2020","5","5","09:00","-","-","-","-2.8","-","-"
"Tampere Härmälä","2020","5","6","03:00","-1","-1","7.6","-","14.3","-0.2"
"Tampere Härmälä","2020","5","6","09:00","-","-","-","-4","-","-"
"Tampere Härmälä","2020","5","7","03:00","-1","-1","7.1","-","12.8","-0.1"
"Tampere Härmälä","2020","5","7","09:00","-","-","-","-4","-","-"
"Tampere Härmälä","2020","5","8","03:00","-1","-1","7.9","-","13.2","-1.5"
"Tampere Härmälä","2020","5","8","09:00","-","-","-","-6","-","-"
"Tampere Härmälä","2020","5","9","03:00","-1","-1","7","-","10.9","4.4"
"Tampere Härmälä","2020","5","9","09:00","-","-","-","4.1","-","-"
"Tampere Härmälä","2020","5","10","03:00","8.4","-1","9.8","-","16.2","-1.1"
"Tampere Härmälä","2020","5","10","09:00","-","-","-","-5.6","-","-"
"Tampere Härmälä","2020","5","11","03:00","2","2","2.5","-","13.2","0.3"
"Tampere Härmälä","2020","5","11","09:00","-","-","-","0","-","-"
"Tampere Härmälä","2020","5","12","03:00","-1","-1","3.7","-","8.7","-2"
"Tampere Härmälä","2020","5","12","09:00","-","-","-","-6.5","-","-"
"Tampere Härmälä","2020","5","13","03:00","-1","-1","4.7","-","10.4","-4.2"
"Tampere Härmälä","2020","5","13","09:00","-","-","-","-8.9","-","-"
"Tampere Härmälä","2020","5","14","03:00","-1","-1","5","-","9.7","-0.5"
"Tampere Härmälä","2020","5","14","09:00","-","-","-","-5","-","-"
"Tampere Härmälä","2020","5","15","03:00","3.2","-1","3.9","-","8.6","-2.1"
"Tampere Härmälä","2020","5","15","09:00","-","-","-","-6.8","-","-"
"Tampere Härmälä","2020","5","16","03:00","0.1","-1","4.5","-","7.8","1.4"
"Tampere Härmälä","2020","5","16","09:00","-","-","-","-1.9","-","-"
"Tampere Härmälä","2020","5","17","03:00","-1","-1","5.7","-","11","-0.7"
"Tampere Härmälä","2020","5","17","09:00","-","-","-","-4.1","-","-"
"Tampere Härmälä","2020","5","18","03:00","0.7","-1","5.5","-","10.6","-1.4"
"Tampere Härmälä","2020","5","18","09:00","-","-","-","-6","-","-"
"Tampere Härmälä","2020","5","19","03:00","0.9","-1","5.1","-","9.9","-1.9"
"Tampere Härmälä","2020","5","19","09:00","-","-","-","-6.3","-","-"
"Tampere Härmälä","2020","5","20","03:00","-1","-1","8.1","-","11.9","4.1"
